Scene Log Started: 2026-02-16 11:56:22.611263
--------------------------------------------------
[1] 11:56:27.056 | ID 1: Pose=Tracked | ID 2: Pose=Tracked
[170] 11:57:09.533 | ID 1: FER=sad Age=30 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=neutral Age=29 Gen=female Mood=Declining ↘ Pose=Tracked
[171] 11:57:09.740 | ID 1: FER=sad Age=30 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=neutral Age=29 Gen=female Mood=Declining ↘ Pose=Tracked
[172] 11:57:09.952 | ID 1: FER=sad Age=30 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=neutral Age=29 Gen=female Mood=Declining ↘ Pose=Tracked
[173] 11:57:10.152 | ID 1: FER=sad Age=30 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=neutral Age=29 Gen=female Mood=Declining ↘ Pose=Tracked
[174] 11:57:10.302 | ID 1: FER=sad Age=30 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=neutral Age=29 Gen=female Mood=Declining ↘ Pose=Tracked
[175] 11:57:10.462 | ID 1: FER=sad Age=30 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=neutral Age=29 Gen=female Mood=Declining ↘ Pose=Tracked
[176] 11:57:10.624 | ID 1: FER=sad Age=30 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=neutral Age=29 Gen=female Mood=Declining ↘ Pose=Tracked
[177] 11:57:10.833 | ID 1: FER=sad Age=30 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=neutral Age=29 Gen=female Mood=Declining ↘ Pose=Tracked
[178] 11:57:10.997 | ID 1: FER=sad Age=30 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=neutral Age=29 Gen=female Mood=Declining ↘ Pose=Tracked
[179] 11:57:11.210 | ID 1: FER=sad Age=30 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=neutral Age=29 Gen=female Mood=Declining ↘ Pose=Tracked
[180] 11:57:11.642 | ID 1: FER=sad Age=30 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=neutral Age=28 Gen=female Mood=Improving ↗ Pose=Tracked
[181] 11:57:11.855 | ID 1: FER=sad Age=30 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=neutral Age=28 Gen=female Mood=Improving ↗ Pose=Tracked
[182] 11:57:12.131 | ID 1: FER=sad Age=30 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=neutral Age=28 Gen=female Mood=Improving ↗ Pose=Tracked
[183] 11:57:12.507 | ID 1: FER=sad Age=30 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=neutral Age=28 Gen=female Mood=Improving ↗ Pose=Tracked
[184] 11:57:12.795 | ID 1: FER=sad Age=30 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=neutral Age=28 Gen=female Mood=Improving ↗ Pose=Tracked
[185] 11:57:12.973 | ID 1: FER=sad Age=30 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=neutral Age=28 Gen=female Mood=Improving ↗ Pose=Tracked
[186] 11:57:13.157 | ID 1: FER=sad Age=30 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=neutral Age=28 Gen=female Mood=Improving ↗ Pose=Tracked
[187] 11:57:13.373 | ID 1: FER=sad Age=30 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=neutral Age=28 Gen=female Mood=Improving ↗ Pose=Tracked
[188] 11:57:13.572 | ID 1: FER=sad Age=30 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=neutral Age=28 Gen=female Mood=Improving ↗ Pose=Tracked
[189] 11:57:13.737 | ID 1: FER=sad Age=30 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=neutral Age=28 Gen=female Mood=Improving ↗ Pose=Tracked
[190] 11:57:13.896 | ID 1: FER=sad Age=30 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=neutral Age=28 Gen=female Mood=Improving ↗ Pose=Tracked
[191] 11:57:14.254 | ID 1: FER=sad Age=30 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=neutral Age=28 Gen=female Mood=Improving ↗ Pose=Tracked
[192] 11:57:14.424 | ID 1: FER=sad Age=30 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=neutral Age=28 Gen=female Mood=Improving ↗ Pose=Tracked
[193] 11:57:14.592 | ID 1: FER=sad Age=30 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=neutral Age=28 Gen=female Mood=Improving ↗ Pose=Tracked
[194] 11:57:14.894 | ID 1: FER=sad Age=30 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=neutral Age=28 Gen=female Mood=Improving ↗ Pose=Tracked
[195] 11:57:15.433 | ID 1: FER=sad Age=30 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=neutral Age=28 Gen=female Mood=Improving ↗ Pose=Tracked
[196] 11:57:15.619 | ID 1: FER=sad Age=30 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=neutral Age=28 Gen=female Mood=Improving ↗ Pose=Tracked
[197] 11:57:15.822 | ID 1: FER=sad Age=30 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=neutral Age=28 Gen=female Mood=Improving ↗ Pose=Tracked
[198] 11:57:16.031 | ID 1: FER=sad Age=30 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=neutral Age=28 Gen=female Mood=Improving ↗ Pose=Tracked
[199] 11:57:16.286 | ID 1: FER=sad Age=30 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=neutral Age=28 Gen=female Mood=Improving ↗ Pose=Tracked
[200] 11:57:16.518 | ID 1: FER=sad Age=30 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=neutral Age=28 Gen=female Mood=Improving ↗ Pose=Tracked
[201] 11:57:16.904 | ID 1: FER=sad Age=30 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=neutral Age=28 Gen=female Mood=Improving ↗ Pose=Tracked
[202] 11:57:17.149 | ID 1: FER=sad Age=30 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=neutral Age=28 Gen=female Mood=Improving ↗ Pose=Tracked
[203] 11:57:17.357 | ID 1: FER=sad Age=30 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=neutral Age=28 Gen=female Mood=Improving ↗ Pose=Tracked
[204] 11:57:17.531 | ID 1: FER=sad Age=30 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=neutral Age=28 Gen=female Mood=Improving ↗ Pose=Tracked
[205] 11:57:17.700 | ID 1: FER=sad Age=30 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=neutral Age=28 Gen=female Mood=Improving ↗ Pose=Tracked
[206] 11:57:17.871 | ID 1: FER=sad Age=30 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=neutral Age=28 Gen=female Mood=Improving ↗ Pose=Tracked
[207] 11:57:18.091 | ID 1: FER=sad Age=30 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=neutral Age=28 Gen=female Mood=Improving ↗ Pose=Tracked
[208] 11:57:18.274 | ID 1: FER=sad Age=30 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=neutral Age=28 Gen=female Mood=Improving ↗ Pose=Tracked
[209] 11:57:18.439 | ID 1: FER=sad Age=30 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=neutral Age=28 Gen=female Mood=Improving ↗ Pose=Tracked
[210] 11:57:18.922 | ID 1: FER=sad Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=neutral Age=28 Gen=female Mood=Improving ↗ Pose=Tracked
[211] 11:57:19.116 | ID 1: FER=sad Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=neutral Age=28 Gen=female Mood=Improving ↗ Pose=Tracked
[212] 11:57:19.264 | ID 1: FER=sad Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=neutral Age=28 Gen=female Mood=Improving ↗ Pose=Tracked
[213] 11:57:19.521 | ID 1: FER=sad Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=neutral Age=28 Gen=female Mood=Improving ↗ Pose=Tracked
[214] 11:57:19.675 | ID 1: FER=sad Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=neutral Age=28 Gen=female Mood=Improving ↗ Pose=Tracked
[215] 11:57:19.845 | ID 1: FER=sad Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=neutral Age=28 Gen=female Mood=Improving ↗ Pose=Tracked
[216] 11:57:19.994 | ID 1: FER=sad Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=neutral Age=28 Gen=female Mood=Improving ↗ Pose=Tracked
[217] 11:57:20.160 | ID 1: FER=sad Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=neutral Age=28 Gen=female Mood=Improving ↗ Pose=Tracked
[218] 11:57:20.317 | ID 1: FER=sad Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=neutral Age=28 Gen=female Mood=Improving ↗ Pose=Tracked
[219] 11:57:20.542 | ID 1: FER=sad Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=neutral Age=28 Gen=female Mood=Improving ↗ Pose=Tracked
[220] 11:57:20.765 | ID 1: FER=sad Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=neutral Age=28 Gen=female Mood=Improving ↗ Pose=Tracked
[221] 11:57:20.940 | ID 1: FER=sad Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=neutral Age=28 Gen=female Mood=Improving ↗ Pose=Tracked
[222] 11:57:21.106 | ID 1: FER=sad Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=neutral Age=28 Gen=female Mood=Improving ↗ Pose=Tracked
[223] 11:57:21.296 | ID 1: FER=sad Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=neutral Age=28 Gen=female Mood=Improving ↗ Pose=Tracked
[224] 11:57:21.524 | ID 1: FER=sad Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=neutral Age=28 Gen=female Mood=Improving ↗ Pose=Tracked
[225] 11:57:22.055 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=neutral Age=27 Gen=female Mood=Improving ↗ Pose=Tracked
[226] 11:57:22.420 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=neutral Age=27 Gen=female Mood=Improving ↗ Pose=Tracked
[227] 11:57:22.868 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=neutral Age=27 Gen=female Mood=Improving ↗ Pose=Tracked
[228] 11:57:23.158 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=neutral Age=27 Gen=female Mood=Improving ↗ Pose=Tracked
[229] 11:57:23.514 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=neutral Age=27 Gen=female Mood=Improving ↗ Pose=Tracked
[230] 11:57:24.030 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=neutral Age=27 Gen=female Mood=Improving ↗ Pose=Tracked
[231] 11:57:24.264 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=neutral Age=27 Gen=female Mood=Improving ↗ Pose=Tracked
[232] 11:57:24.598 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=neutral Age=27 Gen=female Mood=Improving ↗ Pose=Tracked
[233] 11:57:24.782 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=neutral Age=27 Gen=female Mood=Improving ↗ Pose=Tracked
[234] 11:57:24.945 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=neutral Age=27 Gen=female Mood=Improving ↗ Pose=Tracked
[235] 11:57:25.210 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=neutral Age=27 Gen=female Mood=Improving ↗ Pose=Tracked
[236] 11:57:25.412 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=neutral Age=27 Gen=female Mood=Improving ↗ Pose=Tracked
[237] 11:57:25.643 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=neutral Age=27 Gen=female Mood=Improving ↗ Pose=Tracked
[238] 11:57:25.817 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=neutral Age=27 Gen=female Mood=Improving ↗ Pose=Tracked
[239] 11:57:25.998 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=neutral Age=27 Gen=female Mood=Improving ↗ Pose=Tracked
[240] 11:57:26.504 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=neutral Age=27 Gen=female Mood=Improving ↗ Pose=Tracked
[241] 11:57:26.851 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=neutral Age=27 Gen=female Mood=Improving ↗ Pose=Tracked
[242] 11:57:27.175 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=neutral Age=27 Gen=female Mood=Improving ↗ Pose=Tracked
[243] 11:57:27.641 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=neutral Age=27 Gen=female Mood=Improving ↗ Pose=Tracked
[244] 11:57:27.883 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=neutral Age=27 Gen=female Mood=Improving ↗ Pose=Tracked
[245] 11:57:28.096 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=neutral Age=27 Gen=female Mood=Improving ↗ Pose=Tracked
[246] 11:57:28.475 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=neutral Age=27 Gen=female Mood=Improving ↗ Pose=Tracked
[247] 11:57:28.654 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=neutral Age=27 Gen=female Mood=Improving ↗ Pose=Tracked
[248] 11:57:28.825 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=neutral Age=27 Gen=female Mood=Improving ↗ Pose=Tracked
[249] 11:57:29.083 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=neutral Age=27 Gen=female Mood=Improving ↗ Pose=Tracked
[250] 11:57:29.260 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=neutral Age=27 Gen=female Mood=Improving ↗ Pose=Tracked
[251] 11:57:29.457 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=neutral Age=27 Gen=female Mood=Improving ↗ Pose=Tracked
[252] 11:57:29.641 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=neutral Age=27 Gen=female Mood=Improving ↗ Pose=Tracked
[253] 11:57:29.824 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=neutral Age=27 Gen=female Mood=Improving ↗ Pose=Tracked
[254] 11:57:30.044 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=neutral Age=27 Gen=female Mood=Improving ↗ Pose=Tracked
[255] 11:57:31.318 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=fear Age=26 Gen=female Mood=Improving ↗ Pose=Tracked
[256] 11:57:31.735 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=fear Age=26 Gen=female Mood=Improving ↗ Pose=Tracked
[257] 11:57:32.042 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=fear Age=26 Gen=female Mood=Improving ↗ Pose=Tracked
[258] 11:57:32.382 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=fear Age=26 Gen=female Mood=Improving ↗ Pose=Tracked
[259] 11:57:32.689 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=fear Age=26 Gen=female Mood=Improving ↗ Pose=Tracked
[260] 11:57:32.870 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=fear Age=26 Gen=female Mood=Improving ↗ Pose=Tracked
[261] 11:57:33.031 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=fear Age=26 Gen=female Mood=Improving ↗ Pose=Tracked
[262] 11:57:33.192 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=fear Age=26 Gen=female Mood=Improving ↗ Pose=Tracked
[263] 11:57:33.358 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=fear Age=26 Gen=female Mood=Improving ↗ Pose=Tracked
[264] 11:57:33.516 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=fear Age=26 Gen=female Mood=Improving ↗ Pose=Tracked
[265] 11:57:33.746 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=fear Age=26 Gen=female Mood=Improving ↗ Pose=Tracked
[266] 11:57:33.940 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=fear Age=26 Gen=female Mood=Improving ↗ Pose=Tracked
[267] 11:57:34.243 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=fear Age=26 Gen=female Mood=Improving ↗ Pose=Tracked
[268] 11:57:34.610 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=fear Age=26 Gen=female Mood=Improving ↗ Pose=Tracked
[269] 11:57:34.836 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=fear Age=26 Gen=female Mood=Improving ↗ Pose=Tracked
[270] 11:57:35.429 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=fear Age=26 Gen=female Mood=Improving ↗ Pose=Tracked
[271] 11:57:35.923 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=fear Age=26 Gen=female Mood=Improving ↗ Pose=Tracked
[272] 11:57:36.409 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=fear Age=26 Gen=female Mood=Improving ↗ Pose=Tracked
[273] 11:57:36.786 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=fear Age=26 Gen=female Mood=Improving ↗ Pose=Tracked
[274] 11:57:37.067 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=fear Age=26 Gen=female Mood=Improving ↗ Pose=Tracked
[275] 11:57:37.340 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=fear Age=26 Gen=female Mood=Improving ↗ Pose=Tracked
[276] 11:57:37.567 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=fear Age=26 Gen=female Mood=Improving ↗ Pose=Tracked
[277] 11:57:37.773 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=fear Age=26 Gen=female Mood=Improving ↗ Pose=Tracked
[278] 11:57:37.959 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=fear Age=26 Gen=female Mood=Improving ↗ Pose=Tracked
[279] 11:57:38.118 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=fear Age=26 Gen=female Mood=Improving ↗ Pose=Tracked
[280] 11:57:38.308 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=fear Age=26 Gen=female Mood=Improving ↗ Pose=Tracked
[281] 11:57:38.498 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=fear Age=26 Gen=female Mood=Improving ↗ Pose=Tracked
[282] 11:57:38.662 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=fear Age=26 Gen=female Mood=Improving ↗ Pose=Tracked
[283] 11:57:38.833 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=fear Age=26 Gen=female Mood=Improving ↗ Pose=Tracked
[284] 11:57:39.007 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=fear Age=26 Gen=female Mood=Improving ↗ Pose=Tracked
[285] 11:57:39.563 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=fear Age=26 Gen=female Mood=Improving ↗ Pose=Tracked
[286] 11:57:39.844 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=fear Age=26 Gen=female Mood=Improving ↗ Pose=Tracked
[287] 11:57:40.096 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=fear Age=26 Gen=female Mood=Improving ↗ Pose=Tracked
[288] 11:57:40.702 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=fear Age=26 Gen=female Mood=Improving ↗ Pose=Tracked
[289] 11:57:40.935 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=fear Age=26 Gen=female Mood=Improving ↗ Pose=Tracked
[290] 11:57:41.201 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=fear Age=26 Gen=female Mood=Improving ↗ Pose=Tracked
[291] 11:57:41.466 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=fear Age=26 Gen=female Mood=Improving ↗ Pose=Tracked
[292] 11:57:41.636 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=fear Age=26 Gen=female Mood=Improving ↗ Pose=Tracked
[293] 11:57:41.811 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=fear Age=26 Gen=female Mood=Improving ↗ Pose=Tracked
[294] 11:57:41.989 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=fear Age=26 Gen=female Mood=Improving ↗ Pose=Tracked
[295] 11:57:42.184 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=fear Age=26 Gen=female Mood=Improving ↗ Pose=Tracked
[296] 11:57:42.363 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=fear Age=26 Gen=female Mood=Improving ↗ Pose=Tracked
[297] 11:57:42.536 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=fear Age=26 Gen=female Mood=Improving ↗ Pose=Tracked
[298] 11:57:42.708 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=fear Age=26 Gen=female Mood=Improving ↗ Pose=Tracked
[299] 11:57:42.890 | ID 1: FER=neutral Age=30 Gen=female Mood=Improving ↗ Pose=Tracked | ID 2: FER=fear Age=26 Gen=female Mood=Improving ↗ Pose=Tracked
[300] 11:57:43.394 | ID 1: FER=neutral Age=30 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=fear Age=25 Gen=female Mood=Stable → Pose=Tracked
[301] 11:57:43.588 | ID 1: FER=neutral Age=30 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=fear Age=25 Gen=female Mood=Stable → Pose=Tracked
[302] 11:57:43.803 | ID 1: FER=neutral Age=30 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=fear Age=25 Gen=female Mood=Stable → Pose=Tracked
[303] 11:57:44.221 | ID 1: FER=neutral Age=30 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=fear Age=25 Gen=female Mood=Stable → Pose=Tracked
[304] 11:57:44.424 | ID 1: FER=neutral Age=30 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=fear Age=25 Gen=female Mood=Stable → Pose=Tracked
[305] 11:57:44.698 | ID 1: FER=neutral Age=30 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=fear Age=25 Gen=female Mood=Stable → Pose=Tracked
[306] 11:57:44.989 | ID 1: FER=neutral Age=30 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=fear Age=25 Gen=female Mood=Stable → Pose=Tracked
[307] 11:57:45.276 | ID 1: FER=neutral Age=30 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=fear Age=25 Gen=female Mood=Stable → Pose=Tracked
[308] 11:57:45.459 | ID 1: FER=neutral Age=30 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=fear Age=25 Gen=female Mood=Stable → Pose=Tracked
[309] 11:57:45.632 | ID 1: FER=neutral Age=30 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=fear Age=25 Gen=female Mood=Stable → Pose=Tracked
[310] 11:57:45.816 | ID 1: FER=neutral Age=30 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=fear Age=25 Gen=female Mood=Stable → Pose=Tracked
[311] 11:57:46.012 | ID 1: FER=neutral Age=30 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=fear Age=25 Gen=female Mood=Stable → Pose=Tracked
[312] 11:57:46.195 | ID 1: FER=neutral Age=30 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=fear Age=25 Gen=female Mood=Stable → Pose=Tracked
[313] 11:57:46.402 | ID 1: FER=neutral Age=30 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=fear Age=25 Gen=female Mood=Stable → Pose=Tracked
[314] 11:57:46.674 | ID 1: FER=neutral Age=30 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=fear Age=25 Gen=female Mood=Stable → Pose=Tracked
[315] 11:57:47.260 | ID 1: FER=neutral Age=30 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=fear Age=26 Gen=female Mood=Stable → Pose=Tracked
[316] 11:57:47.670 | ID 1: FER=neutral Age=30 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=fear Age=26 Gen=female Mood=Stable → Pose=Tracked
[317] 11:57:47.975 | ID 1: FER=neutral Age=30 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=fear Age=26 Gen=female Mood=Stable → Pose=Tracked
[318] 11:57:48.203 | ID 1: FER=neutral Age=30 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=fear Age=26 Gen=female Mood=Stable → Pose=Tracked
[319] 11:57:48.421 | ID 1: FER=neutral Age=30 Gen=female Mood=Stable → Pose=Tracked | ID 2: FER=fear Age=26 Gen=female Mood=Stable → Pose=Tracked
